define model
loss= 0.16487764168530702
loss= 0.16463635113090277
loss= 0.16474422488361598
loss= 0.16502623487263918
loss= 0.1649552382156253
loss= 0.1624935193359852
loss= 0.16279484778642656
loss= 0.16286396309733392
loss= 0.16349795892834662
loss= 0.1639913285151124
loss= 0.16433700796216727
loss= 0.164754917062819
loss= 0.16521970000118016
loss= 0.166840225122869
loss= 0.16678247455507517
loss= 0.16642147082835435
loss= 0.16083442311733961
loss= 0.15898293424397708
backup model
accuracy 92.34035035611318
epoch= 7 / 200
loss= 0.15272274479269982
loss= 0.15195127122104168
loss= 0.15229609996080398
loss= 0.15090971160680056
loss= 0.15035920586436988
loss= 0.15187462974339724
loss= 0.15258912440389394
loss= 0.15293882001191378
loss= 0.1519422083720565
loss= 0.1524855162575841
loss= 0.15190898042172193
loss= 0.15245289817452432
loss= 0.1508338339999318
loss= 0.1521650655195117
loss= 0.15208302035927773
loss= 0.1510592618957162
loss= 0.151967045776546
loss= 0.15276434913277626
loss= 0.15584451280534267
loss= 0.15442568518221378
loss= 0.15380097288638353
loss= 0.15506580617278815
loss= 0.15539271373301744
loss= 0.15915861614048482
loss= 0.15864167541265486
loss= 0.15921563483774662
backup model
accuracy 91.78449140105795
epoch= 8 / 200
loss= 0.15729168836027385
loss= 0.1631780446693301
loss= 0.20208642758429052
loss= 0.20391007885336876
loss= 0.22769487723708154
loss= 0.23613165613263845
loss= 0.23822127923369407
loss= 0.2426714775711298
loss= 0.2405408217012882
loss= 0.24138908907771112
loss= 0.21087850712239742
loss= 0.18558543123304844
loss= 0.1732699229568243
loss= 0.17293571922928094
loss= 0.1720148566737771
loss= 0.16773262035101652
loss= 0.16712231885641812
loss= 0.16585961651057005
loss= 0.16483284752815963
loss= 0.16498695876449346
loss= 0.1652249376103282
loss= 0.16573787201195955
loss= 0.16472042210400104
backup model
accuracy 91.88623893127362
epoch= 9 / 200
loss= 0.1708797638490796
loss= 0.17311141941696406
loss= 0.17286355532705783
loss= 0.16239154644310475
loss= 0.16492994617670775
loss= 0.16528831366449595
loss= 0.16538430754095315
loss= 0.16547194618731736
loss= 0.16569310057908296
loss= 0.16604739982634784
loss= 0.17345300707966088
loss= 0.17782454270869494
loss= 0.1780306101590395
loss= 0.15568758133798838
loss= 0.15497693579643965
loss= 0.15439641263335943
loss= 0.154336280785501
loss= 0.15335554182529448
loss= 0.15317996948957444
loss= 0.1552885990589857
loss= 0.1557303724437952
loss= 0.15887846246361734
backup model
accuracy 92.86532746275981
epoch= 10 / 200
loss= 0.1548829259350896
loss= 0.1529149390384555
loss= 0.15299686197191475
loss= 0.15143134139478207
loss= 0.15707623712718488
loss= 0.1580322191864252
loss= 0.15816951021552086
loss= 0.15857682030647993
loss= 0.157968688942492
loss= 0.15797144625335932
loss= 0.15522660352289677
loss= 0.1570127025619149
loss= 0.1526818472519517
backup model
accuracy 93.20113535252965
epoch= 11 / 200
loss= 0.15396349798887968
loss= 0.1529210891202092
loss= 0.1525459812954068
loss= 0.15057083148509265
loss= 0.1535367773473263
loss= 0.15144295059144497
loss= 0.15009369183331728
loss= 0.15040751066058874
loss= 0.15061111405491828
loss= 0.14830838643014432
loss= 0.1480689210444689
loss= 0.1518425478413701
loss= 0.15234821524471046
loss= 0.15290035244077443
loss= 0.1509908864274621
loss= 0.1513177277520299
loss= 0.14821345422416926
loss= 0.14802702371031046
loss= 0.1482916697114706
loss= 0.14875965267419816
loss= 0.15356065552681686
loss= 0.1531170591339469
loss= 0.1524542362615466
loss= 0.15225409422069788
loss= 0.151609645485878
loss= 0.15212246533483267
backup model
accuracy 91.49465792061669
epoch= 12 / 200
loss= 0.1514011224359274
loss= 0.15189134173095226
loss= 0.15220186188817025
loss= 0.15109814956784248
loss= 0.15131087377667427
loss= 0.14561518777161836
loss= 0.147355334199965
loss= 0.15010243967175485
loss= 0.15086390543729067
loss= 0.14641532905399798
loss= 0.14293396271765232
loss= 0.14675535973161458
loss= 0.14603228501975538
loss= 0.14750601410865782
loss= 0.1475122981891036
loss= 0.14803233865648507
loss= 0.14906317099928856
loss= 0.1481262083351612
loss= 0.14664809633046388
loss= 0.14631498783826827
loss= 0.1473514388501644
backup model
accuracy 92.48518040318771
epoch= 13 / 200
loss= 0.14577274948358535
loss= 0.1453765772283077
loss= 0.14497195810079574
loss= 0.14713572520762683
loss= 0.1484073343500495
loss= 0.14802702616900207
loss= 0.14771259479224683
loss= 0.14788093086332083
loss= 0.147812465056777
loss= 0.15430433247238398
loss= 0.16201909493654967
loss= 0.16074768465012312
loss= 0.1626726623624563
loss= 0.16284463211894035
loss= 0.15392453242093324
loss= 0.1510610580816865
loss= 0.15277643632143736
loss= 0.1518265737965703
loss= 0.14969769708812236
loss= 0.1497487073391676
loss= 0.15090812548995017
loss= 0.14988114837557076
backup model
accuracy 92.58764692977098
epoch= 14 / 200
loss= 0.15035180166363715
loss= 0.1489113463461399
loss= 0.1492877909168601
loss= 0.1488215534761548
loss= 0.14916937839239836
loss= 0.14735920801758767
loss= 0.14667351111769678
loss= 0.14373879816383123
loss= 0.1455040779337287
loss= 0.1461855908483267
loss= 0.14615999639034272
loss= 0.15161833841353656
loss= 0.15381779119372369
loss= 0.1509632297977805
loss= 0.1512368558719754
loss= 0.15198605112731456
loss= 0.1503168270736933
loss= 0.15055483318865298
loss= 0.14919098276644946
loss= 0.15117483608424664
backup model
accuracy 92.10229415833903
epoch= 15 / 200
loss= 0.15030548084527254
loss= 0.15010288413614034
loss= 0.16388041626662017
loss= 0.16337266560643912
loss= 0.16359599027782679
loss= 0.16686753194779158
loss= 0.16869273211807012
loss= 0.15660276893526315
loss= 0.15236059483140707
loss= 0.1431089271977544
loss= 0.14324123542755843
loss= 0.14148263067007064
loss= 0.1413307300955057
loss= 0.14141210809350013
loss= 0.14190368812531232
loss= 0.14299443032592535
loss= 0.14347227048128844
loss= 0.141528339125216
loss= 0.14162118524312972
loss= 0.14025808081030847
loss= 0.14184340983629226
loss= 0.1467535175383091
loss= 0.14987466353923082
loss= 0.1497404508292675
backup model
accuracy 92.40617988194715
epoch= 16 / 200
loss= 0.15431571912020445
loss= 0.15678895365446807
loss= 0.15707263089716433
loss= 0.15604892764240502
loss= 0.1507969268411398
loss= 0.1481893390417099
loss= 0.14815217308700085
loss= 0.1457203109562397
loss= 0.1453157478570938
loss= 0.14461505252867937
loss= 0.14305823374539614
loss= 0.14456513185054065
loss= 0.14365863543003798
loss= 0.1426183772087097
loss= 0.14434623401612043
loss= 0.14481332514435052
loss= 0.1421350345760584
loss= 0.14144198440015315
loss= 0.14303663562983274
loss= 0.14326306510716677
loss= 0.14474136639386415
loss= 0.14487412814050912
loss= 0.1445023750513792
loss= 0.1464487562701106
backup model
accuracy 91.31607481176293
epoch= 17 / 200
loss= 0.1484894709289074
loss= 0.1478280272334814
loss= 0.14833093859255314
loss= 0.14769796382635833
loss= 0.145510886721313
loss= 0.1450729041919112
loss= 0.1440151710808277
loss= 0.1512761839851737
loss= 0.15101641096174717
loss= 0.15039072196930647
loss= 0.1514827136695385
loss= 0.1544242075458169
loss= 0.15451857022941112
loss= 0.14877278231084345
loss= 0.14473166693001985
loss= 0.14569945722818375
loss= 0.14519766204059123
loss= 0.14501587383449077
loss= 0.14492133632302284
backup model
accuracy 93.10702636336983
epoch= 18 / 200
loss= 0.14479311976581813
loss= 0.1424891761690378
loss= 0.14216911617666483
loss= 0.14194845151156188
loss= 0.13970518495887518
loss= 0.1387104159593582
loss= 0.13774358458817004
loss= 0.13737081177532673
loss= 0.13777116011828183
loss= 0.1377226170897484
loss= 0.13808532141149044
loss= 0.13877278052270411
loss= 0.1390907882526517
loss= 0.1426162263378501
loss= 0.14466014061123134
loss= 0.1451588673889637
loss= 0.14514297880232335
loss= 0.14475927986204623
loss= 0.14408095821738243
loss= 0.14220191694796086
loss= 0.14102711237967014
loss= 0.1372535802051425
backup model
accuracy 92.25149863021647
epoch= 19 / 200
loss= 0.14257538910955192
loss= 0.1421729401126504
loss= 0.15452938497066498
loss= 0.152559923119843
loss= 0.15234987292438745
loss= 0.15229192066937686
loss= 0.14801696263253689
loss= 0.14854468990117312
loss= 0.14480710338801145
loss= 0.14101288422942163
loss= 0.14017737708985806
loss= 0.1432557177171111
loss= 0.1472127367556095
loss= 0.1452142222225666
loss= 0.14549573309719563
loss= 0.14396286211907863
loss= 0.14423574279993773
loss= 0.1463067327812314
loss= 0.1471487882733345
loss= 0.14728056214749813
loss= 0.14198287963867187
backup model
accuracy 92.10684992293378
epoch= 20 / 200
loss= 0.14178311713039876
loss= 0.14097897846251725
loss= 0.14011423774063586
loss= 0.1407896963879466
loss= 0.1394435827061534
loss= 0.14270249713212252
loss= 0.14580290723592043
loss= 0.14706116817891599
loss= 0.14408937510102987
loss= 0.14294908359646796
loss= 0.14458489146083595
loss= 0.14234394039958714
loss= 0.1405020298808813
loss= 0.1401579774543643
loss= 0.13579020261764527
loss= 0.13688293065875767
loss= 0.13702664777636528
loss= 0.13696895275264978
loss= 0.13576391477137803
loss= 0.1372024118900299
loss= 0.13778894178569318
loss= 0.13900711942464114
loss= 0.14048693902790546
loss= 0.14143764454871416
loss= 0.14150974471122027
loss= 0.14160839468240738
loss= 0.1412964540719986
backup model
accuracy 91.74441212566377
epoch= 21 / 200
loss= 0.13990084446966647
loss= 0.13929250031709672
loss= 0.13859130334109068
loss= 0.1381649097800255
loss= 0.13619944956153632
loss= 0.1350823950022459
loss= 0.14006540026515724
loss= 0.1386298107728362
loss= 0.1388136548921466
loss= 0.1396354040130973
loss= 0.14031514342874288
loss= 0.1410707813128829
loss= 0.14120243217796088
loss= 0.14059645030647516
loss= 0.14021032847464085
loss= 0.139889915920794
loss= 0.13941043570637704
loss= 0.1393119091913104
loss= 0.1347892313450575
loss= 0.1353598789870739
loss= 0.13587183229625224
loss= 0.13497341435402632
loss= 0.1358644500747323
loss= 0.1359218605235219
loss= 0.13181683022528887
loss= 0.1293431432545185
loss= 0.13248958341777325
loss= 0.1309467064216733
loss= 0.13083029888570308
backup model
accuracy 92.40382087395345
epoch= 22 / 200
loss= 0.12995809514075518
loss= 0.13146580886095763
loss= 0.13209144327789546
loss= 0.1312585202232003
loss= 0.13559626705944539
loss= 0.14207758322358133
loss= 0.1452546101808548
loss= 0.14830191507935525
loss= 0.14785996746271848
loss= 0.14872363302856684
loss= 0.14527958534657956
loss= 0.14453968316316604
loss= 0.13135296981781722
loss= 0.13122963335365057
loss= 0.132601056098938
loss= 0.13290093753486873
loss= 0.13414045117795467
loss= 0.13480012908577918
loss= 0.1346869182214141
loss= 0.1335603392869234
loss= 0.13514697439968587
loss= 0.13503624528646468
loss= 0.134388723410666
loss= 0.13824164051562549
loss= 0.13899424135684968
loss= 0.13812180258333684
backup model
accuracy 92.65236296565513
epoch= 23 / 200
loss= 0.13888047374784945
loss= 0.14027067724615336
loss= 0.13989055637270212
loss= 0.13979926582425833
loss= 0.14049610558897258
loss= 0.1408844628557563
loss= 0.1395383745804429
loss= 0.13934943709522485
loss= 0.1397762333601713
loss= 0.13513713620603085
loss= 0.1404908188059926
loss= 0.14135898124426605
loss= 0.14146195642650128
loss= 0.14197588805109262
loss= 0.14116561453789472
loss= 0.14087056562304498
loss= 0.14247113920748233
loss= 0.1412448440119624
loss= 0.14105135791003703
loss= 0.14245624568313361
loss= 0.142751794308424
loss= 0.14115927811712026
loss= 0.13924090079963208
loss= 0.13878735978156329
loss= 0.13849160339683295
loss= 0.13779043607413768
loss= 0.132302947640419
backup model
accuracy 92.169189453125
epoch= 24 / 200
loss= 0.1269833255186677
loss= 0.13177444536238908
loss= 0.1328851304575801
loss= 0.13304768592119218
loss= 0.13322941713035108
loss= 0.13404505852609871
loss= 0.13370354987680913
loss= 0.13424346044659616
loss= 0.1333106220513582
loss= 0.13611794471740724
loss= 0.1390073662996292
loss= 0.14000417083501815
loss= 0.13923582185059785
loss= 0.14189748037606478
loss= 0.14210424870252608
loss= 0.14385576259344815
loss= 0.1379112246260047
loss= 0.13686145603656769
loss= 0.13595399383455514
loss= 0.1337061946094036
loss= 0.13418159130960702
backup model
accuracy 92.37825355400541
epoch= 25 / 200
loss= 0.13468595519661902
loss= 0.13507086228579282
loss= 0.13497219558805226
loss= 0.13482346203178167
loss= 0.1350625930726528
loss= 0.13487711369991304
loss= 0.1340117834880948
loss= 0.13483308177441358
loss= 0.1336010652780533
loss= 0.13426798190921546
loss= 0.13419107347726822
loss= 0.13797090094536543
loss= 0.13994751129299401
loss= 0.14116902552545071
loss= 0.14106171175837517
loss= 0.14050256807357073
loss= 0.140737341940403
loss= 0.14334951046854258
loss= 0.1433858809992671
loss= 0.1385376411676407
loss= 0.13160483863204717
loss= 0.1287219775095582
loss= 0.12862681817263366
loss= 0.1276763901859522
backup model
accuracy 93.41041101650052
epoch= 26 / 200
loss= 0.13449916902929546
loss= 0.13527452692389488
loss= 0.13542171847075224
loss= 0.13310835465788842
loss= 0.1339100404828787
loss= 0.13430464651435614
loss= 0.13184155266731978
loss= 0.13064363311976193
loss= 0.12951373659074306
loss= 0.1288668869063258
loss= 0.12715869680047034
loss= 0.13070042077451943
loss= 0.1304300659149885
loss= 0.1327302288636565
loss= 0.13244589924812317
backup model
accuracy 92.92632921431131
epoch= 27 / 200
loss= 0.1314983131363988
loss= 0.1301841139793396
loss= 0.13013001404702662
loss= 0.13024684738367795
loss= 0.12820331569761037
loss= 0.12778040308505298
loss= 0.12737149868160486
loss= 0.12588647965341807
loss= 0.12496172469109297
loss= 0.12491719644516706
loss= 0.12372702226042748
loss= 0.1274301578477025
loss= 0.1348609847575426
loss= 0.1355580312758684
loss= 0.1382367080077529
loss= 0.13787628773599864
loss= 0.1367063472047448
loss= 0.13685291979461908
loss= 0.13516139857470988
loss= 0.13465930737555026
loss= 0.1342956408113241
loss= 0.13412272688001395
loss= 0.13528409015387297
loss= 0.13150608289986848
loss= 0.13223644610494376
loss= 0.13500387605279685
loss= 0.13541991405189038
loss= 0.13628481823951005
loss= 0.13678448870778084
loss= 0.13722552914172412
loss= 0.1372217670828104
loss= 0.13674671787768602
loss= 0.13600678548216819
backup model
accuracy 93.27244961171651
epoch= 28 / 200
loss= 0.1309125079587102
loss= 0.1323037553951144
loss= 0.13572024159133433
loss= 0.1359912868589163
loss= 0.13605662118643522
loss= 0.13456677474081516
loss= 0.1353248791396618
loss= 0.1336469679325819
loss= 0.13303480368107556
loss= 0.13610180273652075
loss= 0.13573430217802523
loss= 0.13711785811930896
loss= 0.13547226577997207
loss= 0.13587296959012746
loss= 0.135667261518538
loss= 0.1330810807272792
loss= 0.1299482209607959
loss= 0.12949243541806937
loss= 0.13257882539182902
backup model
accuracy 91.24346095073463
epoch= 29 / 200
loss= 0.13433292370289565
loss= 0.13364655163139105
loss= 0.13453145649284123
loss= 0.13502351105213165
loss= 0.1337757632881403
loss= 0.13312765333801507
loss= 0.13411126244813204
loss= 0.13227984234690665
loss= 0.13232583731412886
loss= 0.13253684844821692
loss= 0.13121100291609764
loss= 0.13137258172035218
loss= 0.13079964507371186
loss= 0.13033706616610288
loss= 0.13288523953408002
loss= 0.13310383148491384
loss= 0.13414334978908302
loss= 0.1329085685312748
loss= 0.1327901926636696
loss= 0.132705293931067
loss= 0.13263760633766652
loss= 0.13451917257159948
loss= 0.13520658623427154
loss= 0.1337838265299797
loss= 0.13297094836831092
loss= 0.13326662313193083
loss= 0.1359615856409073
loss= 0.13682115711271764
loss= 0.135947999432683
loss= 0.1394030500948429
backup model
accuracy 92.93482832402837
epoch= 30 / 200
loss= 0.1401233308017254
loss= 0.14019637916237115
loss= 0.13999755762517452
loss= 0.13658446602523328
loss= 0.13653473272919656
loss= 0.12973171707242728
loss= 0.1285047873482108
loss= 0.12897720415145159
loss= 0.12704004477709532
loss= 0.1268307038396597
loss= 0.12750032491981983
loss= 0.12765583243221046
loss= 0.12664057195186615
loss= 0.12643953755497933
loss= 0.12901238564401865
backup model
accuracy 92.16988777039353
epoch= 31 / 200
loss= 0.13071039333939552
loss= 0.13998184595257043
loss= 0.1419069381058216
loss= 0.14376293525099754
loss= 0.1467439978197217
loss= 0.1461150847002864
loss= 0.14625920683145524
loss= 0.1472261930257082
loss= 0.14088370334357023
loss= 0.14062257442623377
loss= 0.14044532664120196
loss= 0.1394096691906452
loss= 0.13944844678044319
loss= 0.1389602680876851
loss= 0.1382015847787261
loss= 0.13693191546946765
loss= 0.13736705657094717
loss= 0.13776003081351518
loss= 0.13842144697904588
loss= 0.13965592376887798
loss= 0.13076675187796355
loss= 0.132796175442636
loss= 0.13254639390856027
loss= 0.13200073298066856
loss= 0.13121892042458058
backup model
accuracy 92.09777179844279
epoch= 32 / 200
loss= 0.12981618732213973
loss= 0.13132174991071224
loss= 0.12949908223003148
loss= 0.12594743620604276
loss= 0.12636385194957256
loss= 0.12966438360512256
loss= 0.12929530296474695
loss= 0.12959037695080042
loss= 0.12873664740473031
loss= 0.13206423774361611
loss= 0.1327418403327465
loss= 0.13038620091974734
loss= 0.13056957133114339
loss= 0.12679063361138104
loss= 0.12692064229398967
loss= 0.12686599750071764
backup model
accuracy 93.01986077939715
epoch= 33 / 200
loss= 0.12694303166121246
loss= 0.12700758870691062
loss= 0.12680645383894443
loss= 0.12587457172572614
loss= 0.12555662337690593
loss= 0.1253817779570818
loss= 0.12625911481678487
loss= 0.12684387177228929
loss= 0.12787985172122718
loss= 0.1275212114676833
loss= 0.12758798699826002
loss= 0.13437387205660342
loss= 0.13466324333101512
loss= 0.13442267283797263
loss= 0.13607053596526383
loss= 0.136440060287714
loss= 0.13706650011241436
loss= 0.13761545900255442
loss= 0.13869237329810857
loss= 0.13672758832573892
loss= 0.13401266988366842
loss= 0.12783898606896402
loss= 0.1320484585314989
backup model
accuracy 90.65539827563038
epoch= 34 / 200
loss= 0.1327048660442233
loss= 0.1312098364531994
loss= 0.13075167343020438
loss= 0.12700599804520607
loss= 0.1258424262329936
loss= 0.12534694768488408
loss= 0.12939106959849597
loss= 0.12945965390652417
loss= 0.12925238173455
loss= 0.12808205328881742
loss= 0.12735575139522554
loss= 0.12771269701421262
loss= 0.12663609720766544
loss= 0.12415824212133884
loss= 0.1238914431631565
loss= 0.12298577684909105
loss= 0.12509766198694705
loss= 0.12873963996767998
loss= 0.12954719807952642
loss= 0.13079008780419826
loss= 0.1304275881499052
backup model
accuracy 92.39576556951639
epoch= 35 / 200
loss= 0.13670430198311806
loss= 0.1360710448399186
loss= 0.1334112088382244
loss= 0.13552683133631946
loss= 0.13527111392468213
loss= 0.13502601992338895
loss= 0.1347100654616952
loss= 0.13532645463943482
loss= 0.13460350304841995
loss= 0.13622340988367795
loss= 0.13636168479919433
loss= 0.131680028103292
loss= 0.1286737709492445
loss= 0.13003211375325918
loss= 0.130018977150321
loss= 0.135385439991951
backup model
accuracy 92.86461323849198
epoch= 36 / 200
loss= 0.13330012522637844
loss= 0.1279330038279295
loss= 0.12714393015950917
loss= 0.12463982090353966
loss= 0.12400042459368706
loss= 0.12415113903582096
loss= 0.12323572468012571
loss= 0.12562387950718404
loss= 0.12443083181977271
loss= 0.12559642758220435
loss= 0.125960772074759
loss= 0.12607631146907805
loss= 0.125621334053576
loss= 0.12503319799900056
loss= 0.12517844788730145
loss= 0.12791834995150567
loss= 0.1276092340052128
loss= 0.1291687249392271
loss= 0.1292078186571598
loss= 0.12993286248296498
loss= 0.13030507244169712
loss= 0.13127698887139558
loss= 0.13228753130882978
loss= 0.13471074014902115
loss= 0.13433308392763138
loss= 0.13394268810749055
loss= 0.13528029441833497
backup model
accuracy 90.84575097325384
epoch= 37 / 200
loss= 0.1339469988644123
loss= 0.1343227805942297
loss= 0.13476641543209553
loss= 0.13470185443758964
loss= 0.13352106373757125
loss= 0.1335928338393569
loss= 0.13266443457454444
loss= 0.1311605980247259
loss= 0.12802312936633825
loss= 0.12364277679473162
loss= 0.12339430913329125
loss= 0.12191432412713767
loss= 0.12094928622245789
loss= 0.1204639308154583
loss= 0.12098077733069658
loss= 0.11993300201371312
loss= 0.12023190943524241
loss= 0.12002731962129473
loss= 0.12070109093561769
loss= 0.12357206532731652
loss= 0.12429638946428895
loss= 0.12426649743691087
loss= 0.12516418039798738
loss= 0.12402600042521954
loss= 0.12377711292356253
loss= 0.12366379369050265
backup model
accuracy 91.9962358313176
epoch= 38 / 200
loss= 0.12585067577660083
loss= 0.12593290954828262
loss= 0.12553979102522134
loss= 0.1288084779307246
loss= 0.12947076123207807
loss= 0.1291334030777216
loss= 0.12946192651987076
loss= 0.12802515011280774
loss= 0.1282980802282691
loss= 0.12877894897013903
loss= 0.1275141866877675
loss= 0.12744571533054114
loss= 0.12993862304836512
loss= 0.12984790544956923
loss= 0.12683085098862648
loss= 0.12673912048339844
loss= 0.1262895781546831
loss= 0.12764620158821344
backup model
accuracy 94.21669067987278
epoch= 39 / 200
loss= 0.12728817339986562
loss= 0.12593772504478692
loss= 0.12326139781624079
loss= 0.12629968237131833
loss= 0.12622120678424836
loss= 0.12383511897176504
loss= 0.12688291501253843
loss= 0.12678538218140603
loss= 0.13025436729192733
loss= 0.12988179214298726
loss= 0.12551880806684493
loss= 0.12606663540005683
loss= 0.12720600605010987
loss= 0.12655894726514816
loss= 0.1264945401996374
loss= 0.1245445342361927
backup model
accuracy 92.94563713004138
epoch= 40 / 200
loss= 0.12863539632409812
loss= 0.1281196626275778
loss= 0.12738762017339467
loss= 0.1266784928739071
loss= 0.128543771058321
loss= 0.12845648072659968
loss= 0.1271441600099206
loss= 0.12613824017345907
loss= 0.12634262148290873
loss= 0.12909223783761262
loss= 0.12945606105029583
loss= 0.12982053201645613
loss= 0.12848435953259468
loss= 0.1267697373405099
loss= 0.12693188704550265
loss= 0.12562868379056455
loss= 0.1268498307093978
loss= 0.127076706700027
loss= 0.12646895460784435
loss= 0.12723632458597423
loss= 0.12766250614076852
loss= 0.1287900161370635
loss= 0.12803701143711804
loss= 0.12723426464945078
loss= 0.12583215650171042
loss= 0.12600181374698877
loss= 0.12595363967120649
loss= 0.12417976606637239
backup model
accuracy 92.60208253162057
epoch= 41 / 200
loss= 0.12408170163631439
loss= 0.12388372898101807
loss= 0.12214130479842425
loss= 0.12198987558484077
loss= 0.1217973742634058
loss= 0.12841847524046898
loss= 0.12809708643704654
loss= 0.1331913386285305
loss= 0.13300453342497348
loss= 0.13304838370531796
loss= 0.12190001949667931
loss= 0.12141376882791519
loss= 0.12136652912944555
loss= 0.12149732448160648
loss= 0.12242403287440538
backup model
accuracy 92.97483283652593
epoch= 42 / 200
loss= 0.12499599102884532
loss= 0.125033600628376
loss= 0.12601907409727572
loss= 0.12672688357532025
loss= 0.12897152855992317
loss= 0.12749077934771777
loss= 0.12822941046208144
loss= 0.12825865376740694
loss= 0.12562113232910632
loss= 0.1255962099507451
loss= 0.12516410868614913
loss= 0.12217859867960215
loss= 0.12384660441428423
